movie,date,post_count,avg_sentiment,total_engagement
Michael,2025-10-18,7,0.43272857142857146,41.41798734353938
Michael,2025-10-19,6,0.29033333333333333,35.60316837863492
Michael,2025-10-20,5,0.23444000000000004,28.276704365351872
Michael,2025-10-21,8,0.3959375,47.53108678310268
Michael,2025-10-22,2,0.11315,10.935728530422239
Michael,2025-10-23,1,0.5423,6.364750756851911
Michael,2025-10-24,6,0.05576666666666668,34.45688785039031
Michael,2025-10-25,2,0.06425,11.756404834742277
Michael,2025-10-26,3,-0.03673333333333332,16.994702646500507
Michael,2025-10-27,7,-0.1460857142857143,38.02575880779527
Michael,2025-10-28,7,0.21564285714285716,38.56282315458477
Michael,2025-10-29,11,0.030927272727272727,64.3021284577103
Michael,2025-10-30,9,0.2340666666666667,50.035675287422514
The Devil Wears Prada 2,2025-08-01,8,0.2159,46.71105786335541
The Devil Wears Prada 2,2025-08-02,5,0.32883999999999997,28.332861775491477
The Devil Wears Prada 2,2025-08-03,3,-0.2191,17.99891809953326
The Devil Wears Prada 2,2025-08-04,5,0.32077999999999995,26.733240341979037
The Devil Wears Prada 2,2025-08-05,6,-0.3027333333333333,32.039093351267724
The Devil Wears Prada 2,2025-08-06,5,0.30904000000000004,30.328146877679274
The Devil Wears Prada 2,2025-08-07,1,-0.4391,6.113682179832232
The Devil Wears Prada 2,2025-08-08,9,0.11437777777777779,51.68331047808875
The Devil Wears Prada 2,2025-08-09,2,0.2819,11.053743074356078
The Devil Wears Prada 2,2025-08-10,7,-0.019985714285714273,41.95051338877876
The Devil Wears Prada 2,2025-08-11,8,0.09447499999999999,47.66489005928576
The Devil Wears Prada 2,2025-08-12,8,0.4009625,45.50986520720229
The Devil Wears Prada 2,2025-08-13,4,0.23934999999999998,23.045529789577735
The Devil Wears Prada 2,2025-08-14,10,0.08547999999999999,57.64302522992409
The Devil Wears Prada 2,2025-08-15,1,0.3818,4.812184355372417
The Devil Wears Prada 2,2025-08-16,5,0.09882000000000002,29.530282037441946
The Devil Wears Prada 2,2025-08-17,5,0.14057999999999998,30.05683838373743
The Devil Wears Prada 2,2025-08-18,8,0.1953875,46.762329673177064
The Devil Wears Prada 2,2025-08-19,3,0.16759999999999997,18.42273228809584
The Devil Wears Prada 2,2025-08-20,5,0.2989,29.17034550301766
The Devil Wears Prada 2,2025-08-21,4,0.04987500000000002,23.875949454090783
The Devil Wears Prada 2,2025-08-22,3,-0.2674,17.00865002573026
The Devil Wears Prada 2,2025-08-23,6,0.12321666666666668,33.5165937324168
The Devil Wears Prada 2,2025-08-24,4,0.11362500000000002,23.831205163620282
The Devil Wears Prada 2,2025-08-25,3,0.3431333333333333,17.113574899634997
The Devil Wears Prada 2,2025-08-26,3,-0.0403,15.941341169205941
The Devil Wears Prada 2,2025-08-28,5,-0.13374,28.253650179992857
The Devil Wears Prada 2,2025-08-29,4,0.49315,21.522505372679305
The Devil Wears Prada 2,2025-08-30,5,0.38718,27.29691507038393
The Devil Wears Prada 2,2025-08-31,9,0.08377777777777778,52.70959699578907
The Devil Wears Prada 2,2025-09-01,7,0.24244285714285718,41.1716927259989
The Devil Wears Prada 2,2025-09-02,3,-0.14943333333333333,17.85027962284635
The Devil Wears Prada 2,2025-09-03,4,0.25015,23.62404810670491
The Devil Wears Prada 2,2025-09-04,3,-0.0031666666666666787,15.874250830565327
The Devil Wears Prada 2,2025-09-05,5,0.12584000000000004,29.6419205638808
The Devil Wears Prada 2,2025-09-06,2,-0.32255,12.135617991874355
The Devil Wears Prada 2,2025-09-07,6,-0.06144999999999997,31.762865097559256
The Devil Wears Prada 2,2025-09-08,3,-0.0172,17.118732338239965
The Devil Wears Prada 2,2025-09-09,6,0.08903333333333334,34.154013583188544
The Devil Wears Prada 2,2025-09-10,4,0.048350000000000004,22.773706827371434
The Devil Wears Prada 2,2025-09-11,6,0.4184833333333334,34.29717805729376
The Devil Wears Prada 2,2025-09-12,5,-0.011039999999999984,27.495824128485058
The Devil Wears Prada 2,2025-09-13,3,0.20410000000000003,17.2678678492853
The Devil Wears Prada 2,2025-09-14,8,0.3037375,45.99751142165513
The Devil Wears Prada 2,2025-09-15,4,-0.0567,23.616174613138362
The Devil Wears Prada 2,2025-09-16,5,0.10316,27.105722874692628
The Devil Wears Prada 2,2025-09-17,7,0.08382857142857143,42.0926494532212
The Devil Wears Prada 2,2025-09-18,6,0.387,34.550377702264825
The Devil Wears Prada 2,2025-09-19,2,0.19345,11.603111173434508
The Devil Wears Prada 2,2025-09-20,7,0.16101428571428575,41.10286401676274
The Devil Wears Prada 2,2025-09-21,6,0.08203333333333336,34.25495432219869
The Devil Wears Prada 2,2025-09-22,5,0.10135999999999998,29.214022627288315
The Devil Wears Prada 2,2025-09-23,8,0.146625,44.483502652563374
The Devil Wears Prada 2,2025-09-24,3,0.1960333333333333,18.57942273114996
The Devil Wears Prada 2,2025-09-25,5,0.07798000000000004,28.441667325152043
The Devil Wears Prada 2,2025-09-26,6,0.2092166666666667,33.64257451755792
The Devil Wears Prada 2,2025-09-27,3,0.0,18.321959605436952
The Devil Wears Prada 2,2025-09-28,2,0.19345,11.202288602372892
The Devil Wears Prada 2,2025-09-30,6,0.04446666666666666,35.503054963785495
The Devil Wears Prada 2,2025-10-01,6,0.44168333333333337,36.51309427552543
The Devil Wears Prada 2,2025-10-02,4,0.075875,24.19807938647138
The Devil Wears Prada 2,2025-10-03,4,0.53085,22.148167878040635
The Devil Wears Prada 2,2025-10-04,2,0.3753,11.0360462529848
The Devil Wears Prada 2,2025-10-05,4,0.01275,21.709742456926772
The Devil Wears Prada 2,2025-10-06,6,0.3305,33.98361229995108
The Devil Wears Prada 2,2025-10-07,5,-0.05513999999999999,28.476122930435643
The Devil Wears Prada 2,2025-10-08,2,0.37929999999999997,11.171884808994013
The Devil Wears Prada 2,2025-10-09,7,0.07952857142857142,39.183728051935674
The Devil Wears Prada 2,2025-10-10,9,0.026355555555555563,48.405453859849615
The Devil Wears Prada 2,2025-10-11,10,-0.07762000000000001,55.25870539497273
The Devil Wears Prada 2,2025-10-12,8,0.1313875,49.814153811157375
The Devil Wears Prada 2,2025-10-13,7,0.2167142857142857,39.061491292512876
The Devil Wears Prada 2,2025-10-14,6,0.42073333333333335,34.424094705051374
The Devil Wears Prada 2,2025-10-15,3,-0.0765,17.41960795966058
The Devil Wears Prada 2,2025-10-16,5,0.40015999999999996,28.257662131242427
The Devil Wears Prada 2,2025-10-17,3,0.14693333333333333,18.0298623009676
The Devil Wears Prada 2,2025-10-18,3,0.12726666666666667,17.957716281537714
The Devil Wears Prada 2,2025-10-19,4,0.28185000000000004,23.070649509754542
The Devil Wears Prada 2,2025-10-20,6,0.01236666666666667,32.13404632825503
The Devil Wears Prada 2,2025-10-21,5,0.1965,27.624697370720774
The Devil Wears Prada 2,2025-10-22,7,0.25538571428571427,41.86323006794296
The Devil Wears Prada 2,2025-10-23,9,0.006211111111111104,51.84542039467917
The Devil Wears Prada 2,2025-10-24,3,0.2689333333333333,17.335143562301578
The Devil Wears Prada 2,2025-10-25,5,0.2398,27.860786838692647
The Devil Wears Prada 2,2025-10-26,5,0.05606,27.86912093050509
The Devil Wears Prada 2,2025-10-27,7,0.1007,40.043868774924725
The Devil Wears Prada 2,2025-10-28,4,-0.05509999999999998,21.387019368884015
The Devil Wears Prada 2,2025-10-29,4,0.23070000000000002,22.887329345881525
The Devil Wears Prada 2,2025-10-30,3,0.42700000000000005,17.32233622693023
