movie,post_id,pca_x,pca_y,cluster_id,cluster_label,vader_compound,sentiment_label,engagement_score
Michael,MIC_0063,-0.052860223717841014,-0.0639293018761888,0,Legacy Believers,-0.3818,negative,5.754158681981268
Michael,MIC_0240,-0.058372454222067244,-0.003268249963436858,0,Legacy Believers,0.2235,positive,5.850764665004847
Michael,MIC_0344,-0.08120894648678294,0.04015049128224234,2,Critical Observers,-0.0803,negative,5.831882477283517
Michael,MIC_0026,-0.06684306227303266,-0.004586249766484424,0,Legacy Believers,0.3204,positive,5.607638614103299
Michael,MIC_0268,-0.06680195984849205,-0.05375031755584889,0,Legacy Believers,0.2716,positive,6.2422232654551655
Michael,MIC_0405,-0.06718066288124724,0.0177300770598183,0,Legacy Believers,0.3204,positive,5.01396308418893
Michael,MIC_0012,-0.053589468145688664,0.029587166109607984,0,Legacy Believers,-0.4019,negative,4.394449154672439
Michael,MIC_0217,-0.10295756693547657,-0.13696951126366858,0,Legacy Believers,0.0,neutral,5.126935749792416
Michael,MIC_0112,-0.023891728187232775,-0.023133030997364225,0,Legacy Believers,-0.3818,negative,5.846438775057725
Michael,MIC_0150,-0.12071548740652839,-0.18083150418139637,0,Legacy Believers,-0.0289,neutral,5.4638318050256105
Michael,MIC_0090,-0.10036121913768943,-0.21426386123886268,1,Music Enthusiasts,0.4118,positive,5.98770749823027
Michael,MIC_0023,-0.05070504732942042,0.10131677969359786,0,Legacy Believers,0.0,neutral,5.1328529268205045
Michael,MIC_0288,-0.039864566428123006,-0.036978771650871226,0,Legacy Believers,-0.5994,negative,5.884714177161102
Michael,MIC_0125,0.25312476157453884,0.017925150298276276,0,Legacy Believers,0.0,neutral,4.448516375942715
Michael,MIC_0255,-0.08576927021831476,-0.10008052823803654,0,Legacy Believers,0.0,neutral,6.069582326371934
Michael,MIC_0216,0.2323884227590459,0.04158906627590445,0,Legacy Believers,0.0,neutral,6.767918333794338
Michael,MIC_0197,0.8795645939286983,0.0164337060845523,3,Cultural Analysts,0.4939,positive,5.678464666671911
Michael,MIC_0042,-0.08784698882058702,-0.22133994569471852,0,Legacy Believers,0.7579,positive,5.720311776607412
Michael,MIC_0295,-0.09170103706160994,-0.2187043439827549,0,Legacy Believers,0.7579,positive,6.391917113392602
Michael,MIC_0123,0.2531247615745389,0.017925150298276276,0,Legacy Believers,0.0,neutral,5.420534999272286
Michael,MIC_0078,0.034406820794620686,-0.014086041332027637,0,Legacy Believers,0.6486,positive,6.313548046277095
Michael,MIC_0323,-0.039677446106180014,0.05089953260296202,0,Legacy Believers,0.2235,positive,5.71042701737487
Michael,MIC_0419,0.03493053124912224,-0.011392852797495946,0,Legacy Believers,0.6486,positive,6.329720905522696
Michael,MIC_0182,-0.116236730758353,0.8707212675281037,0,Legacy Believers,0.7579,positive,4.930870325627393
Michael,MIC_0162,-0.07462961399236864,-0.10804651447875167,0,Legacy Believers,0.5859,positive,5.636573724962751
Michael,MIC_0127,-0.07260653623742061,-0.09372135024558328,0,Legacy Believers,0.5859,positive,5.372960909543803
Michael,MIC_0138,0.890241865551722,0.0002586056723317469,3,Cultural Analysts,0.4939,positive,5.86220971125072
Michael,MIC_0014,-0.039677446106180014,0.05089953260296202,0,Legacy Believers,0.2235,positive,5.633002292595154
Michael,MIC_0411,0.0352478266020183,0.06424053711214987,0,Legacy Believers,0.0,neutral,5.857933154483459
Michael,MIC_0358,-0.04082293883677605,0.04582788995466,0,Legacy Believers,0.0,neutral,5.598421958998375
Michael,MIC_0322,0.8635118087820055,-6.098409650238789e-05,3,Cultural Analysts,0.1531,positive,5.794536837924666
Michael,MIC_0126,-0.03988494896736291,-0.024531943075848852,0,Legacy Believers,0.34,positive,5.37989735354046
Michael,MIC_0160,-0.025756746293535953,0.0017571571680087491,0,Legacy Believers,0.1027,positive,5.3981627015177525
Michael,MIC_0398,-0.03988494896736291,-0.024531943075848852,0,Legacy Believers,0.34,positive,5.320567975482857
Michael,MIC_0215,-0.014083174164451503,0.015351010528252648,0,Legacy Believers,0.0,neutral,6.4457198193855785
Michael,MIC_0316,-0.10415719210655847,-0.22975346562482374,1,Music Enthusiasts,0.4118,positive,5.247024072160486
Michael,MIC_0325,0.8327927074825147,0.043705093098218906,3,Cultural Analysts,0.6234,positive,5.717027701406222
Michael,MIC_0375,-0.07462961399236864,-0.10804651447875167,0,Legacy Believers,0.5859,positive,5.43153621033426
Michael,MIC_0228,-0.039827673586655815,-0.0493746128809726,0,Legacy Believers,0.0,neutral,5.41164605185504
Michael,MIC_0371,0.25005834197221516,0.000612289317839693,0,Legacy Believers,0.0,neutral,5.673323267171493
Michael,MIC_0183,-0.11518353112716789,0.836397398791889,0,Legacy Believers,0.812,positive,5.424950017481403
Michael,MIC_0220,-0.03576803481029949,-0.036831957010658715,0,Legacy Believers,-0.128,negative,5.517452896464707
Michael,MIC_0044,-0.08801121730860424,-0.08498785784468056,0,Legacy Believers,0.5859,positive,5.757323241584231
Michael,MIC_0173,0.8795645939286983,0.0164337060845523,3,Cultural Analysts,0.4939,positive,5.739792912179234
Michael,MIC_0034,0.8588103012248738,-0.018439636911755177,3,Cultural Analysts,0.4939,positive,5.1647859739235145
Michael,MIC_0275,-0.08934744825571043,-0.21190388636410523,0,Legacy Believers,0.5994,positive,6.13880638500591
Michael,MIC_0087,-0.07405699910028117,-0.09012741756216382,0,Legacy Believers,0.296,positive,6.09807428216624
Michael,MIC_0293,-0.056835552390483005,-0.032117394397656554,0,Legacy Believers,0.0,neutral,4.48863636973214
Michael,MIC_0373,-0.11684781240705619,0.8479766106844507,0,Legacy Believers,0.7579,positive,6.022236205774735
Michael,MIC_0367,-0.053976781287015156,0.0007385730416394825,0,Legacy Believers,0.2235,positive,5.07829394257007
Michael,MIC_0313,0.032986464114903226,-0.014398421815863316,0,Legacy Believers,0.4019,positive,6.756350824822904
Michael,MIC_0290,-0.05224665384089744,-0.059547462224514486,0,Legacy Believers,0.2716,positive,5.572154032177765
Michael,MIC_0368,-0.022818893116518295,-0.020440340203216886,0,Legacy Believers,0.0,neutral,5.5626028611934215
Michael,MIC_0139,-0.047751050691712704,-0.04898392460119057,0,Legacy Believers,0.0,neutral,5.776103136235827
Michael,MIC_0400,-0.05049295477378178,-0.047771502358426206,0,Legacy Believers,-0.3818,negative,6.118097198041348
Michael,MIC_0292,-0.07966064542542417,-0.0010000589843975256,2,Critical Observers,-0.296,negative,6.030685260261263
Michael,MIC_0285,-0.06718066288124724,0.0177300770598183,0,Legacy Believers,0.3204,positive,5.457455587886334
Michael,MIC_0198,-0.10085961965484821,-0.06257329692879988,0,Legacy Believers,0.2235,positive,5.395897694886901
Michael,MIC_0181,-0.022900118537635846,0.11162865631845614,0,Legacy Believers,0.0,neutral,5.554895693948484
Michael,MIC_0134,-0.10038414083529815,0.8449203714424813,0,Legacy Believers,0.7579,positive,5.898526551448713
Michael,MIC_0032,-0.07024433697194155,-0.04697823087866285,0,Legacy Believers,0.0,neutral,6.468474822379242
Michael,MIC_0330,-0.048760258007959814,-0.00563027646636295,0,Legacy Believers,0.34,positive,5.664695085948154
Michael,MIC_0266,-0.049467458419792894,-0.01045746836989128,0,Legacy Believers,-0.1321,negative,5.501258210544727
Michael,MIC_0119,-0.11996748736605627,-0.2074353405339557,1,Music Enthusiasts,0.4118,positive,5.60396213937399
Michael,MIC_0315,-0.07226303242988637,-0.05136341287949527,0,Legacy Believers,0.7717,positive,4.997212273764115
Michael,MIC_0362,-0.07590692302970334,-0.006176409316018974,0,Legacy Believers,0.8219,positive,6.227524323688738
Michael,MIC_0018,-0.06152084018185807,-0.010162149534620078,0,Legacy Believers,0.0,neutral,5.539300835990577
Michael,MIC_0357,-0.05591773621975285,-0.06964648574447595,0,Legacy Believers,0.5859,positive,6.950335726517255
Michael,MIC_0168,-0.07298379094739374,0.03327926009124613,0,Legacy Believers,0.2933,positive,5.4785534168509695
Michael,MIC_0335,-0.0911303042287886,-0.017497886069737817,0,Legacy Believers,-0.0772,negative,4.973279507552487
Michael,MIC_0158,-0.053589468145688664,0.029587166109607987,0,Legacy Believers,-0.4019,negative,5.472270673671475
Michael,MIC_0370,-0.08164392559139524,-0.06140300540617765,0,Legacy Believers,-0.0772,negative,6.083359811812238
Michael,MIC_0230,-0.08305082797998274,0.0023736825087638464,2,Critical Observers,-0.296,negative,6.099197246910864
Michael,MIC_0200,-0.05768137101918677,-0.07009551283698841,0,Legacy Believers,0.0,neutral,5.977619140285929
Michael,MIC_0412,-0.12237907485903703,-0.2525638319394415,0,Legacy Believers,-0.25,negative,6.168564159920785
Michael,MIC_0407,-0.05420715363973419,-0.031949380797350664,0,Legacy Believers,-0.128,negative,5.98770749823027
Michael,MIC_0089,-0.053589468145688664,0.029587166109607987,0,Legacy Believers,-0.4019,negative,5.641907070938114
Michael,MIC_0237,-0.1208555675421463,-0.24239398322716202,0,Legacy Believers,-0.25,negative,5.831882477283517
Michael,MIC_0074,0.028831331148152287,0.026270734958128972,0,Legacy Believers,0.0,neutral,6.194405391104672
Michael,MIC_0146,-0.050380086462082176,-0.06462250933438671,0,Legacy Believers,0.0,neutral,5.491001710377538
Michael,MIC_0124,-0.058372454222067265,-0.003268249963436866,0,Legacy Believers,0.2235,positive,5.19295685089021
Michael,MIC_0231,-0.05887024741583235,-0.02072866281731919,0,Legacy Believers,0.2716,positive,5.66988092298052
Michael,MIC_0211,-0.049467458419792894,-0.01045746836989128,0,Legacy Believers,-0.1321,negative,6.102558594613569
Michael,MIC_0409,-0.03887626699221937,0.10137923872837878,0,Legacy Believers,-0.3818,negative,5.5154428455366835
Michael,MIC_0069,-0.04159432852845758,-0.05715810857592615,0,Legacy Believers,-0.128,negative,5.54907608489522
Michael,MIC_0361,0.015832350257757578,0.08121709825074168,0,Legacy Believers,0.2235,positive,5.444579873526289
Michael,MIC_0093,-0.020764696948921055,-0.02271938418976528,0,Legacy Believers,0.0,neutral,6.402746040537586
Michael,MIC_0299,-0.033711107752693655,-0.02933876343437138,0,Legacy Believers,0.0,neutral,5.75890177387728
Michael,MIC_0291,0.8327927074825147,0.043705093098218906,3,Cultural Analysts,0.6234,positive,5.72194977861165
Michael,MIC_0418,-0.11601323888538585,0.8054445961949124,0,Legacy Believers,0.7579,positive,5.40042258948519
Michael,MIC_0309,-0.061096828629366884,-0.006159775010688448,0,Legacy Believers,-0.4019,negative,6.362165662779806
Michael,MIC_0206,-0.07071051973483182,-0.01057760401836057,0,Legacy Believers,0.0772,positive,5.521460917862246
Michael,MIC_0028,-0.08164392559139524,-0.06140300540617765,0,Legacy Believers,-0.0772,negative,5.480638923341991
Michael,MIC_0072,-0.05043930703971752,-0.006761933884591686,0,Legacy Believers,-0.4019,negative,6.0473721790462776
Michael,MIC_0039,-0.050380086462082176,-0.06462250933438671,0,Legacy Believers,0.0,neutral,5.831882477283517
Michael,MIC_0384,-0.04979943353122274,0.022588013758308812,0,Legacy Believers,0.4019,positive,6.089044875446846
Michael,MIC_0274,-0.0853740343394285,-0.006369722799698207,0,Legacy Believers,0.0772,positive,5.654242029096065
Michael,MIC_0132,-0.05333662010133778,-0.0634917440548663,0,Legacy Believers,0.0,neutral,5.723585101952381
Michael,MIC_0116,-0.03358363468512911,0.027840769966521035,0,Legacy Believers,0.3818,positive,6.083359811812238
Michael,MIC_0379,-0.09374598085919718,-0.17046681275872236,0,Legacy Believers,0.7579,positive,6.170656210893009
Michael,MIC_0007,-0.08912787879658021,-0.06116412439764131,0,Legacy Believers,-0.0772,negative,6.099197246910864
Michael,MIC_0403,-0.07405699910028117,-0.09012741756216382,0,Legacy Believers,0.296,positive,5.796057750765372
Michael,MIC_0351,-0.03973190809022747,-0.010842535970579024,0,Legacy Believers,0.1027,positive,5.3230099791384085
Michael,MIC_0156,-0.08587953275648719,-0.0805102935178571,0,Legacy Believers,-0.0772,negative,6.375024819828097
Michael,MIC_0011,0.8795645939286983,0.0164337060845523,3,Cultural Analysts,0.4939,positive,5.8998973535824915
Michael,MIC_0165,-0.06762618560041152,0.05367468385225298,0,Legacy Believers,0.4936,positive,5.0106352940962555
Michael,MIC_0006,-0.05162862455587689,-0.04693266659055637,0,Legacy Believers,0.0,neutral,6.025865973825314
Michael,MIC_0338,-0.042426856562158034,0.13678332248507227,0,Legacy Believers,0.0,neutral,6.220590170099739
Michael,MIC_0349,-0.08425691998283968,-0.009556418466542144,0,Legacy Believers,0.1501,positive,5.872117789475416
Michael,MIC_0137,-0.04201664287782668,-0.006702877839410419,0,Legacy Believers,0.3818,positive,5.786897381366708
Michael,MIC_0310,-0.047751050691712704,-0.04898392460119057,0,Legacy Believers,0.0,neutral,6.616734305264841
Michael,MIC_0329,-0.08400765706674142,-0.1882124878159126,1,Music Enthusiasts,0.4118,positive,5.1328529268205045
Michael,MIC_0184,-0.021974520897834127,-0.010218285976176559,0,Legacy Believers,-0.2755,negative,6.0787883752796565
Michael,MIC_0287,0.02207372406518458,0.04986015122958722,0,Legacy Believers,-0.3818,negative,6.476972362889683
Michael,MIC_0280,-0.07574350841986953,0.01612931492467153,0,Legacy Believers,0.3204,positive,5.5626028611934215
Michael,MIC_0241,0.22837175615697203,-0.019600572841351093,0,Legacy Believers,0.0,neutral,5.225746673713202
Michael,MIC_0111,-0.08587953275648719,-0.0805102935178571,0,Legacy Believers,-0.0772,negative,5.631211781821365
Michael,MIC_0196,0.22004347364659485,0.004421890060120918,0,Legacy Believers,0.0,neutral,6.192362489474872
Michael,MIC_0113,0.2523006806418918,0.004325690428033121,0,Legacy Believers,0.0,neutral,5.159055299214529
Michael,MIC_0022,-0.10295756693547659,-0.13696951126366858,0,Legacy Believers,0.0,neutral,4.799914262780603
Michael,MIC_0259,-0.11996748736605627,-0.2074353405339557,1,Music Enthusiasts,0.4118,positive,6.438551329906966
Michael,MIC_0262,-0.014361457497230733,0.0051779486038596575,0,Legacy Believers,0.3818,positive,5.407171771460119
Michael,MIC_0096,-0.040012326534610725,-0.03579780294252205,0,Legacy Believers,0.0,neutral,5.731721843345443
Michael,MIC_0016,-0.07298379094739374,0.03327926009124613,0,Legacy Believers,0.2933,positive,4.564348191467836
Michael,MIC_0238,-0.03615060017943746,-0.007588824322916726,0,Legacy Believers,-0.3818,negative,6.51025834052315
Michael,MIC_0319,-0.047751050691712704,-0.04898392460119057,0,Legacy Believers,0.0,neutral,3.6506582412937383
Michael,MIC_0272,0.0252835791791079,0.029867138337080067,0,Legacy Believers,0.2235,positive,4.959341999708705
Michael,MIC_0414,0.8588103012248738,-0.018439636911755177,3,Cultural Analysts,0.4939,positive,6.542471960506805
Michael,MIC_0374,0.03391091679320576,-0.009494297878014988,0,Legacy Believers,-0.3818,negative,6.1452580202873985
Michael,MIC_0380,-0.03211007186105606,0.04375891791400232,0,Legacy Believers,-0.2755,negative,5.661222860237405
Michael,MIC_0342,-0.11601323888538585,0.8054445961949124,0,Legacy Believers,0.7579,positive,6.483871585349955
Michael,MIC_0263,-0.07451398961681797,-0.06681359245087681,0,Legacy Believers,0.7717,positive,5.746203190540153
Michael,MIC_0343,-0.0711602823394434,-0.06766997434107028,0,Legacy Believers,0.2263,positive,5.204006687076795
Michael,MIC_0104,-0.05413727783182414,-0.049008811835234235,0,Legacy Believers,0.5423,positive,6.5359666972333565
Michael,MIC_0356,-0.03558143460904325,-0.008945901812828765,0,Legacy Believers,0.34,positive,5.25227342804663
Michael,MIC_0336,-0.10692059846615813,-0.12192078180166867,0,Legacy Believers,0.0,neutral,5.698769932832657
Michael,MIC_0222,-0.07421412781946046,-0.0685763902300151,0,Legacy Believers,0.5423,positive,5.497168225293202
Michael,MIC_0250,-0.029756528249990605,-0.010948023201349761,0,Legacy Believers,0.0,neutral,5.70877001616724
Michael,MIC_0024,0.037481157426766845,-0.00931038507982645,0,Legacy Believers,0.0,neutral,5.898526551448713
Michael,MIC_0302,-0.06796197664041373,-0.06840703730273756,0,Legacy Believers,0.5423,positive,5.267858159063328
Michael,MIC_0192,-0.037873883627998574,0.10678002779680328,0,Legacy Believers,0.0,neutral,5.25227342804663
Michael,MIC_0099,0.20463427603267298,0.0427564913469024,0,Legacy Believers,0.2235,positive,6.250940027669582
Michael,MIC_0079,-0.11518353112716789,0.836397398791889,0,Legacy Believers,0.812,positive,5.959715848793402
Michael,MIC_0035,-0.10692059846615813,-0.12192078180166867,0,Legacy Believers,0.0,neutral,6.081076705797669
Michael,MIC_0387,-0.05286022371784103,-0.0639293018761888,0,Legacy Believers,-0.3818,negative,5.698769932832657
Michael,MIC_0172,-0.03177461895310367,-0.007436390351674179,0,Legacy Believers,0.0,neutral,5.209486152841421
Michael,MIC_0141,0.8364882719928168,0.03719329764865133,3,Cultural Analysts,0.4939,positive,5.2284312390838705
Michael,MIC_0283,-0.061096828629366884,-0.006159775010688448,0,Legacy Believers,-0.4019,negative,6.666956792429207
Michael,MIC_0098,-0.05186552651802588,-0.009926792730761731,0,Legacy Believers,0.1027,positive,4.783316371371566
Michael,MIC_0110,-0.05325751934466124,-0.05213309786115037,0,Legacy Believers,0.0,neutral,6.23539063760472
Michael,MIC_0071,-0.04089976670110032,0.02695842472314233,0,Legacy Believers,0.5086,positive,5.241747015059643
Michael,MIC_0194,-0.12237907485903703,-0.2525638319394415,0,Legacy Believers,-0.25,negative,4.7140245909001735
Michael,MIC_0152,-0.053589468145688664,0.029587166109607987,0,Legacy Believers,-0.4019,negative,5.723585101952381
Michael,MIC_0115,-0.04756932935957519,-0.02950162768081988,0,Legacy Believers,0.4019,positive,5.5909869805108565
Michael,MIC_0005,-0.10036121913768943,-0.2142638612388627,1,Music Enthusiasts,0.4118,positive,5.206750173022546
Michael,MIC_0227,-0.07431196522995322,0.027773192038797315,0,Legacy Believers,0.0772,positive,4.363098624788363
Michael,MIC_0179,-0.05768137101918677,-0.07009551283698841,0,Legacy Believers,0.0,neutral,5.393627546352362
Michael,MIC_0095,-0.05043930703971752,-0.006761933884591686,0,Legacy Believers,-0.4019,negative,5.893024474294729
Michael,MIC_0128,-0.08400765706674142,-0.1882124878159126,1,Music Enthusiasts,0.4118,positive,6.437751649736401
Michael,MIC_0224,-0.05325751934466124,-0.05213309786115037,0,Legacy Believers,0.0,neutral,5.262690188904886
Michael,MIC_0417,0.0252835791791079,0.029867138337080067,0,Legacy Believers,0.2235,positive,4.952299717083292
Michael,MIC_0108,-0.039840619790357884,-0.03485174371560139,0,Legacy Believers,-0.128,negative,6.384350873009287
Michael,MIC_0001,-0.10465612044499512,-0.14861538420441853,1,Music Enthusiasts,0.6227,positive,5.936216072877503
Michael,MIC_0191,-0.06684306227303266,-0.004586249766484423,0,Legacy Believers,0.3204,positive,5.465948207931988
Michael,MIC_0043,-0.08120894648678292,0.04015049128224233,2,Critical Observers,-0.0803,negative,5.873525249243295
Michael,MIC_0307,-0.07421412781946046,-0.0685763902300151,0,Legacy Believers,0.5423,positive,5.791488055075306
Michael,MIC_0009,-0.06796197664041373,-0.06840703730273756,0,Legacy Believers,0.5423,positive,5.501258210544727
Michael,MIC_0149,-0.07926925180493684,-0.04749917225768194,0,Legacy Believers,0.5859,positive,6.245137303457015
Michael,MIC_0305,0.02207372406518458,0.04986015122958722,0,Legacy Believers,-0.3818,negative,5.771441123130016
Michael,MIC_0258,-0.05325751934466124,-0.05213309786115037,0,Legacy Believers,0.0,neutral,6.060290738037835
Michael,MIC_0244,-0.12237907485903703,-0.2525638319394415,0,Legacy Believers,-0.25,negative,6.005120873555468
Michael,MIC_0350,-0.10601988362822139,-0.2186692807399137,0,Legacy Believers,-0.25,negative,5.368309738368072
Michael,MIC_0144,0.015832350257757578,0.08121709825074168,0,Legacy Believers,0.2235,positive,5.685279003091641
Michael,MIC_0171,-0.058360902291191244,-0.053487600966570244,0,Legacy Believers,-0.3818,negative,5.178970608915471
Michael,MIC_0029,0.9259049024441566,0.004126393473791651,3,Cultural Analysts,0.4939,positive,6.3707567809121235
Michael,MIC_0245,0.02644403382532463,0.05169239984602273,0,Legacy Believers,0.0,neutral,5.652489180268651
Michael,MIC_0148,-0.08327069095910182,-0.0012160584993413828,2,Critical Observers,-0.5859,negative,5.814130531825066
Michael,MIC_0064,-0.022818893116518295,-0.020440340203216886,0,Legacy Believers,0.0,neutral,5.629418059367339
Michael,MIC_0376,-0.04067110412767079,-0.014017932676474608,0,Legacy Believers,-0.3597,negative,5.457455587886334
Michael,MIC_0180,0.8795645939286983,0.0164337060845523,3,Cultural Analysts,0.4939,positive,5.072043922224899
Michael,MIC_0366,-0.07462961399236864,-0.10804651447875167,0,Legacy Believers,0.5859,positive,5.531411248715415
Michael,MIC_0408,-0.04627694657020863,-0.004025297323533297,0,Legacy Believers,-0.2755,negative,6.163314804034641
Michael,MIC_0213,0.01921592878740095,-0.005803720439519661,0,Legacy Believers,0.0,neutral,6.152732694704104
Michael,MIC_0300,0.890241865551722,0.0002586056723317469,3,Cultural Analysts,0.4939,positive,5.953243334287785
Michael,MIC_0107,-0.037873883627998574,0.10678002779680328,0,Legacy Believers,0.0,neutral,5.422744944923089
Michael,MIC_0070,-0.05049295477378178,-0.047771502358426206,0,Legacy Believers,-0.3818,negative,5.647212123167807
Michael,MIC_0212,-0.06684306227303266,-0.004586249766484423,0,Legacy Believers,0.3204,positive,4.537961436294641
Michael,MIC_0208,-0.04089976670110032,0.02695842472314233,0,Legacy Believers,0.5086,positive,6.060290738037835
Michael,MIC_0185,0.8588103012248738,-0.018439636911755177,3,Cultural Analysts,0.4939,positive,6.267200548541362
Michael,MIC_0147,-0.10085961965484821,-0.06257329692879988,0,Legacy Believers,0.2235,positive,6.473890696352274
Michael,MIC_0209,-0.050380086462082176,-0.06462250933438671,0,Legacy Believers,0.0,neutral,5.368309738368072
Michael,MIC_0013,-0.04159432852845758,-0.05715810857592615,0,Legacy Believers,-0.128,negative,5.87493073085203
Michael,MIC_0188,-0.10038414083529815,0.8449203714424813,0,Legacy Believers,0.7579,positive,5.973809611869261
Michael,MIC_0345,-0.08784698882058702,-0.22133994569471852,0,Legacy Believers,0.7579,positive,3.610917912644224
Michael,MIC_0176,-0.10085961965484821,-0.06257329692879988,0,Legacy Believers,0.2235,positive,5.762051382780177
Michael,MIC_0170,-0.10038414083529815,0.8449203714424813,0,Legacy Believers,0.7579,positive,6.148468295917647
Michael,MIC_0008,-0.08305082797998274,0.0023736825087638464,2,Critical Observers,-0.296,negative,5.43372200355424
Michael,MIC_0265,-0.08934744825571043,-0.21190388636410523,0,Legacy Believers,0.5994,positive,5.916202062607435
Michael,MIC_0174,-0.05413727783182414,-0.049008811835234235,0,Legacy Believers,0.5423,positive,5.1029105702054265
Michael,MIC_0205,-0.03232529727822622,0.002840056918700697,0,Legacy Believers,0.4019,positive,5.551019720103791
Michael,MIC_0277,-0.11069809673054425,-0.2273156402178609,1,Music Enthusiasts,0.4118,positive,5.062595033026967
Michael,MIC_0332,-0.040500386787364374,-0.034004855678380526,0,Legacy Believers,0.0,neutral,6.012491914300058
Michael,MIC_0187,-0.07405699910028117,-0.09012741756216382,0,Legacy Believers,0.296,positive,5.755742213586912
Michael,MIC_0130,-0.10415719210655847,-0.22975346562482374,1,Music Enthusiasts,0.4118,positive,6.639875833826536
Michael,MIC_0121,-0.05559738570941372,-0.07457590643162988,0,Legacy Believers,0.2716,positive,6.005120873555468
Michael,MIC_0234,0.8795645939286983,0.0164337060845523,3,Cultural Analysts,0.4939,positive,5.82600010738045
Michael,MIC_0047,0.03391091679320576,-0.009494297878014988,0,Legacy Believers,-0.3818,negative,5.883322388488279
Michael,MIC_0243,-0.08371439437920934,-0.019785556983062284,2,Critical Observers,-0.296,negative,5.453182077108952
Michael,MIC_0131,-0.022900118537635846,0.11162865631845614,0,Legacy Believers,0.0,neutral,4.66814498514948
Michael,MIC_0289,-0.07580332150457245,-0.012707874669064367,0,Legacy Believers,0.7717,positive,5.159055299214529
Michael,MIC_0397,-0.026886030063849795,-0.010487677397542276,0,Legacy Believers,0.0191,neutral,6.174827228410347
Michael,MIC_0294,0.22837175615697203,-0.019600572841351093,0,Legacy Believers,0.0,neutral,6.431331081933479
Michael,MIC_0410,-0.10415719210655847,-0.22975346562482374,1,Music Enthusiasts,0.4118,positive,4.948759890378168
Michael,MIC_0038,-0.12237907485903703,-0.2525638319394415,0,Legacy Believers,-0.25,negative,4.955827057601261
Michael,MIC_0346,0.8635118087820055,-6.098409650238789e-05,3,Cultural Analysts,0.1531,positive,5.827473946998751
Michael,MIC_0355,0.8588103012248738,-0.018439636911755177,3,Cultural Analysts,0.4939,positive,5.529429087511423
Michael,MIC_0284,-0.07252210740477742,-0.08700828093333052,0,Legacy Believers,0.5423,positive,5.942799375126701
Michael,MIC_0135,-0.10640132609715088,-0.12321856857962696,0,Legacy Believers,-0.3818,negative,6.105908681498851
Michael,MIC_0040,-0.10601988362822139,-0.2186692807399137,0,Legacy Believers,-0.25,negative,6.003887067106539
Michael,MIC_0392,-0.0370914735465455,-0.0015877119263728802,0,Legacy Believers,0.0,neutral,5.922918004572872
Michael,MIC_0083,0.011350374260492083,0.053293165727997284,0,Legacy Believers,0.0,neutral,6.403574197934815
Michael,MIC_0218,0.20463427603267298,0.0427564913469024,0,Legacy Believers,0.2235,positive,5.967427969279741
Michael,MIC_0210,-0.07252210740477742,-0.08700828093333052,0,Legacy Believers,0.5423,positive,6.030685260261263
Michael,MIC_0235,-0.04322094746412824,0.027433389680858813,0,Legacy Believers,0.3719,positive,6.184148890937483
Michael,MIC_0246,-0.08400765706674142,-0.1882124878159126,1,Music Enthusiasts,0.4118,positive,6.143112096717122
Michael,MIC_0207,-0.07421412781946046,-0.0685763902300151,0,Legacy Believers,0.5423,positive,5.01396308418893
